item_id,category,department,from_state_name,to_state_name,staff_id,transition_date_time,transition_order,duration_secs,cumulative_duration_secs,price
196093,Spoons,Kitchen and Dining,ORDERED,PICKING,117,2019-01-31T17:22:12.248000+00:00,4,60605,6194368,105.54
196093,Spoons,Kitchen and Dining,PICKING,PICKED,117,2019-01-31T17:22:12.263000+00:00,5,0,6194368,105.54
196093,Spoons,Kitchen and Dining,PACKING,PACKED,122,2019-01-31T19:05:43.965000+00:00,7,22,6200579,105.54
196093,Spoons,Kitchen and Dining,PICKED,PACKING,122,2019-01-31T19:05:21.364000+00:00,6,6189,6200557,105.54
196093,Spoons,Kitchen and Dining,PACKED,DROPPED,122,2019-01-31T19:06:08.721000+00:00,8,25,6200604,105.54
196097,Pots,Kitchen and Dining,PICKED,PACKING,124,2019-01-10T18:28:25.284000+00:00,6,3515,4383818,89.55
196097,Pots,Kitchen and Dining,PACKING,PACKED,124,2019-01-10T18:30:42.792000+00:00,7,137,4383955,89.55
196097,Pots,Kitchen and Dining,PACKED,DROPPED,124,2019-01-10T18:30:50.990000+00:00,8,8,4383963,89.55
196097,Pots,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-10T18:43:49.984000+00:00,9,779,4384742,89.55
196097,Pots,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-10T04:43:11.398000+00:00,3,4086514,4334304,89.55
196097,Pots,Kitchen and Dining,ORDERED,PICKING,117,2019-01-10T17:29:50.886000+00:00,4,45999,4380303,89.55
196097,Pots,Kitchen and Dining,PICKING,PICKED,117,2019-01-10T17:29:50.899000+00:00,5,0,4380303,89.55
196115,Spoons,Kitchen and Dining,FORSALE_REVIEW,FORSALE_APPROVED,112,2019-01-04T04:01:50.465000+00:00,11,28781,3812852,33.01
196162,Forks,Kitchen and Dining,PICKING,PICKED,178,2019-01-22T19:34:24.760000+00:00,5,0,5364727,139.06
196162,Forks,Kitchen and Dining,PICKED,PACKING,138,2019-01-22T22:41:48.270000+00:00,6,11244,5375971,139.06
196162,Forks,Kitchen and Dining,ORDERED,PICKING,178,2019-01-22T19:34:24.745000+00:00,4,130328,5364727,139.06
196162,Forks,Kitchen and Dining,PACKING,PACKED,138,2019-01-22T22:42:14.761000+00:00,7,26,5375997,139.06
196162,Forks,Kitchen and Dining,PACKED,DROPPED,138,2019-01-22T22:42:26.477000+00:00,8,12,5376009,139.06
196162,Forks,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-21T07:22:16.651000+00:00,3,5222163,5234399,139.06
196162,Forks,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-22T23:16:24.004000+00:00,9,2038,5378047,139.06
196173,Spoons,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-01T00:37:34.357000+00:00,9,881,3481646,63.86
196173,Spoons,Kitchen and Dining,PICKED,PACKING,117,2019-01-01T00:21:20.470000+00:00,6,5218,3480672,63.86
196173,Spoons,Kitchen and Dining,PACKING,PACKED,117,2019-01-01T00:22:40.971000+00:00,7,80,3480752,63.86
196173,Spoons,Kitchen and Dining,PACKED,DROPPED,117,2019-01-01T00:22:53.335000+00:00,8,13,3480765,63.86
196174,Spoons,Kitchen and Dining,PICKED,PACKING,138,2019-01-23T18:10:37.477000+00:00,6,68800,5445582,45
196174,Spoons,Kitchen and Dining,PACKING,PACKED,138,2019-01-23T18:11:02.021000+00:00,7,25,5445607,45
196174,Spoons,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-22T05:58:06.238000+00:00,3,5296581,5315231,45
196174,Spoons,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-23T18:31:01.061000+00:00,9,1190,5446806,45
196174,Spoons,Kitchen and Dining,PACKED,DROPPED,138,2019-01-23T18:11:11.462000+00:00,8,9,5445616,45
196174,Spoons,Kitchen and Dining,PICKING,PICKED,178,2019-01-22T23:03:57.173000+00:00,5,19,5376782,45
196174,Spoons,Kitchen and Dining,ORDERED,PICKING,178,2019-01-22T23:03:38.106000+00:00,4,61532,5376763,45
196175,Spoons,Kitchen and Dining,ORDERED,PICKING,178,2019-01-22T18:53:27.237000+00:00,4,232587,5361718,53.4
196175,Spoons,Kitchen and Dining,PICKING,PICKED,178,2019-01-22T18:53:56.661000+00:00,5,29,5361747,53.4
196175,Spoons,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-23T19:21:18.091000+00:00,9,3546,5449789,53.4
196175,Spoons,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-20T02:17:00.143000+00:00,3,5116868,5129131,53.4
196175,Spoons,Kitchen and Dining,PICKED,PACKING,124,2019-01-23T18:19:10.880000+00:00,6,84314,5446061,53.4
196175,Spoons,Kitchen and Dining,PACKING,PACKED,124,2019-01-23T18:22:02.698000+00:00,7,172,5446233,53.4
196175,Spoons,Kitchen and Dining,PACKED,DROPPED,124,2019-01-23T18:22:12.670000+00:00,8,10,5446243,53.4
196183,Spoons,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-22T01:39:26.244000+00:00,3,5263558,5299407,27.14
196183,Spoons,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-22T23:42:55.566000+00:00,9,1453,5378816,27.14
196183,Spoons,Kitchen and Dining,PICKED,PACKING,135,2019-01-22T23:17:14.149000+00:00,6,19846,5377275,27.14
196183,Spoons,Kitchen and Dining,ORDERED,PICKING,117,2019-01-22T17:45:29.257000+00:00,4,57963,5357370,27.14
196183,Spoons,Kitchen and Dining,PACKING,PACKED,135,2019-01-22T23:18:35.571000+00:00,7,81,5377356,27.14
196183,Spoons,Kitchen and Dining,PICKING,PICKED,117,2019-01-22T17:46:28.332000+00:00,5,59,5357429,27.14
196183,Spoons,Kitchen and Dining,PACKED,DROPPED,135,2019-01-22T23:18:42.691000+00:00,8,7,5377363,27.14
196187,Forks,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-07T18:27:01.381000+00:00,9,902,4063725,83.4
196187,Forks,Kitchen and Dining,PICKED,PACKING,138,2019-01-07T18:11:24.522000+00:00,6,3712,4062788,83.4
196187,Forks,Kitchen and Dining,PACKING,PACKED,138,2019-01-07T18:11:43.879000+00:00,7,19,4062807,83.4
196187,Forks,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-05T17:11:05.557000+00:00,3,3867796,3886369,83.4
196187,Forks,Kitchen and Dining,PACKED,DROPPED,138,2019-01-07T18:11:59.012000+00:00,8,16,4062823,83.4
196187,Forks,Kitchen and Dining,ORDERED,PICKING,117,2019-01-07T17:09:32.954000+00:00,4,172707,4059076,83.4
196187,Forks,Kitchen and Dining,PICKING,PICKED,117,2019-01-07T17:09:32.965000+00:00,5,0,4059076,83.4
196239,Desks,Furniture,FORSALE_REVIEW,FORSALE_APPROVED,112,2019-01-04T04:27:39.329000+00:00,11,121343,3752426,165
196239,Desks,Furniture,DROPPED,PICKED_UP,,2019-01-10T00:55:49.045000+00:00,18,457,4258116,165
196239,Desks,Furniture,PICKED,PACKING,138,2019-01-10T00:46:11.755000+00:00,15,5142,4257538,165
196239,Desks,Furniture,PACKING,PACKED,138,2019-01-10T00:47:34.394000+00:00,16,83,4257621,165
196239,Desks,Furniture,PACKED,DROPPED,138,2019-01-10T00:48:12.166000+00:00,17,38,4257659,165
196239,Desks,Furniture,FORSALE_APPROVED,ORDERED,,2019-01-09T18:36:37.402000+00:00,12,482938,4235364,165
196239,Desks,Furniture,PICKING,PICKED,117,2019-01-09T23:20:29.526000+00:00,14,0,4252396,165
196239,Desks,Furniture,ORDERED,PICKING,117,2019-01-09T23:20:29.514000+00:00,13,17032,4252396,165
196308,Pots,Kitchen and Dining,PICKED,PACKING,138,2019-01-22T18:39:46.940000+00:00,6,867,5356421,49.5
196308,Pots,Kitchen and Dining,PACKING,PACKED,138,2019-01-22T18:41:38.520000+00:00,7,112,5356533,49.5
196308,Pots,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-20T13:46:28.974000+00:00,3,4979518,5166023,49.5
196308,Pots,Kitchen and Dining,PACKED,DROPPED,138,2019-01-22T18:41:50.966000+00:00,8,12,5356545,49.5
196308,Pots,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-22T19:18:10.841000+00:00,9,2180,5358725,49.5
196308,Pots,Kitchen and Dining,PICKING,PICKED,117,2019-01-22T18:25:19.435000+00:00,5,0,5355554,49.5
196308,Pots,Kitchen and Dining,ORDERED,PICKING,117,2019-01-22T18:25:19.421000+00:00,4,189531,5355554,49.5
196545,Pots,Kitchen and Dining,PICKING,PICKED,178,2019-01-22T20:09:24.195000+00:00,5,0,5353882,80.98
196545,Pots,Kitchen and Dining,ORDERED,PICKING,178,2019-01-22T20:09:24.179000+00:00,4,81045,5353882,80.98
196545,Pots,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-21T21:38:39.811000+00:00,3,5075519,5272837,80.98
196545,Pots,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-22T23:18:43.941000+00:00,9,2197,5365241,80.98
196545,Pots,Kitchen and Dining,PICKED,PACKING,124,2019-01-22T22:40:22.359000+00:00,6,9058,5362940,80.98
196545,Pots,Kitchen and Dining,PACKING,PACKED,124,2019-01-22T22:41:56.920000+00:00,7,94,5363034,80.98
196545,Pots,Kitchen and Dining,PACKED,DROPPED,124,2019-01-22T22:42:06.032000+00:00,8,10,5363044,80.98
196776,Pots,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-24T01:11:40.525000+00:00,3,5276392,5450169,81
196776,Pots,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-24T19:16:31.037000+00:00,9,1420,5515260,81
196776,Pots,Kitchen and Dining,PACKING,PACKED,120,2019-01-24T18:51:06.247000+00:00,7,75,5513735,81
196776,Pots,Kitchen and Dining,PICKED,PACKING,120,2019-01-24T18:49:51.637000+00:00,6,1690,5513660,81
196776,Pots,Kitchen and Dining,ORDERED,PICKING,117,2019-01-24T18:20:38.492000+00:00,4,61738,5511907,81
196776,Pots,Kitchen and Dining,PICKING,PICKED,117,2019-01-24T18:21:41.652000+00:00,5,63,5511970,81
196776,Pots,Kitchen and Dining,PACKED,DROPPED,120,2019-01-24T18:52:51.671000+00:00,8,105,5513840,81
196810,Pots,Kitchen and Dining,PICKING,PICKED,178,2019-01-28T18:58:02.065000+00:00,5,0,5858513,108
196810,Pots,Kitchen and Dining,PICKED,PACKING,138,2019-01-28T19:29:24.977000+00:00,6,1882,5860395,108
196810,Pots,Kitchen and Dining,ORDERED,PICKING,178,2019-01-28T18:58:02.050000+00:00,4,57030,5858513,108
196810,Pots,Kitchen and Dining,PACKING,PACKED,138,2019-01-28T19:29:42.400000+00:00,7,18,5860413,108
196810,Pots,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-28T03:07:32.544000+00:00,3,5628942,5801483,108
196810,Pots,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-28T20:01:32.365000+00:00,9,1901,5862323,108
196810,Pots,Kitchen and Dining,PACKED,DROPPED,138,2019-01-28T19:29:51.118000+00:00,8,9,5860422,108
196833,Pots,Kitchen and Dining,FORSALE_REVIEW,FORSALE_APPROVED,133,2019-01-15T04:55:24.271000+00:00,11,18601,4683994,50.86
196846,Pots,Kitchen and Dining,ORDERED,PICKING,134,2019-01-28T19:18:33.080000+00:00,4,7279,5858507,89.55
196846,Pots,Kitchen and Dining,PICKING,PICKED,134,2019-01-28T19:18:33.094000+00:00,5,0,5858507,89.55
196846,Pots,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-28T22:17:23.172000+00:00,9,5678,5869237,89.55
196846,Pots,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-28T17:17:14.733000+00:00,3,5679348,5851228,89.55
196846,Pots,Kitchen and Dining,PACKING,PACKED,122,2019-01-28T20:42:31.618000+00:00,7,33,5863545,89.55
196846,Pots,Kitchen and Dining,PICKED,PACKING,122,2019-01-28T20:41:58.569000+00:00,6,5005,5863512,89.55
196846,Pots,Kitchen and Dining,PACKED,DROPPED,122,2019-01-28T20:42:45.096000+00:00,8,14,5863559,89.55
196869,Pots,Kitchen and Dining,FORSALE_REVIEW,FORSALE_APPROVED,133,2019-01-31T01:10:23.970000+00:00,11,19138,6051512,67.86
196874,Pots,Kitchen and Dining,PICKING,PICKED,178,2019-01-18T17:44:22.415000+00:00,5,0,4987731,63.61
196874,Pots,Kitchen and Dining,ORDERED,PICKING,178,2019-01-18T17:44:22.399000+00:00,4,49405,4987731,63.61
196874,Pots,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-18T18:46:44.585000+00:00,9,541,4991473,63.61
196874,Pots,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-18T04:00:57.374000+00:00,3,4935991,4938326,63.61
196874,Pots,Kitchen and Dining,PICKED,PACKING,135,2019-01-18T18:36:23.793000+00:00,6,3121,4990852,63.61
196874,Pots,Kitchen and Dining,PACKING,PACKED,135,2019-01-18T18:37:35.041000+00:00,7,72,4990924,63.61
196874,Pots,Kitchen and Dining,PACKED,DROPPED,135,2019-01-18T18:37:43.278000+00:00,8,8,4990932,63.61
196884,Spoons,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-17T00:42:51.671000+00:00,3,4837827,4839725,65.97
196884,Spoons,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-17T18:54:50.513000+00:00,9,165,4905244,65.97
196884,Spoons,Kitchen and Dining,PACKING,PACKED,124,2019-01-17T18:51:56.626000+00:00,7,34,4905070,65.97
196884,Spoons,Kitchen and Dining,PICKED,PACKING,124,2019-01-17T18:51:22.986000+00:00,6,6020,4905036,65.97
196884,Spoons,Kitchen and Dining,PACKED,DROPPED,124,2019-01-17T18:52:05.525000+00:00,8,9,4905079,65.97
196884,Spoons,Kitchen and Dining,ORDERED,PICKING,117,2019-01-17T17:11:02.751000+00:00,4,59291,4899016,65.97
196884,Spoons,Kitchen and Dining,PICKING,PICKED,117,2019-01-17T17:11:02.768000+00:00,5,0,4899016,65.97
196905,Spoons,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-01T00:15:20.584000+00:00,9,319,3454709,59.4
196905,Spoons,Kitchen and Dining,PICKED,PACKING,135,2019-01-01T00:09:36.668000+00:00,6,3643,3454365,59.4
196905,Spoons,Kitchen and Dining,PACKING,PACKED,135,2019-01-01T00:09:54.565000+00:00,7,18,3454383,59.4
196905,Spoons,Kitchen and Dining,PACKED,DROPPED,135,2019-01-01T00:10:01.487000+00:00,8,7,3454390,59.4
196924,Pots,Kitchen and Dining,PICKING,PICKED,178,2019-01-02T18:11:42.641000+00:00,5,0,3604601,130.5
196924,Pots,Kitchen and Dining,PICKED,PACKING,138,2019-01-02T18:45:40.166000+00:00,6,2038,3606639,130.5
196924,Pots,Kitchen and Dining,ORDERED,PICKING,178,2019-01-02T18:11:42.627000+00:00,4,41872,3604601,130.5
196924,Pots,Kitchen and Dining,PACKING,PACKED,138,2019-01-02T18:46:19.936000+00:00,7,39,3606678,130.5
196924,Pots,Kitchen and Dining,PACKED,DROPPED,138,2019-01-02T18:46:56.229000+00:00,8,37,3606715,130.5
196924,Pots,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-02T19:29:03.074000+00:00,9,2527,3609242,130.5
196924,Pots,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-02T06:33:50.965000+00:00,3,3394324,3562729,130.5
196924,Pots,Kitchen and Dining,FORSALE_REVIEW,FORSALE_APPROVED,133,2019-01-24T08:04:51.336000+00:00,11,52805,5468990,130.5
196988,Pots,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-28T20:29:37.424000+00:00,3,5691448,5712234,80.98
196988,Pots,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-29T01:10:40.403000+00:00,9,1448,5729097,80.98
196988,Pots,Kitchen and Dining,PICKING,PICKED,135,2019-01-28T21:22:36.628000+00:00,5,0,5715413,80.98
196988,Pots,Kitchen and Dining,PACKING,PACKED,120,2019-01-29T00:46:07.897000+00:00,7,26,5727624,80.98
196988,Pots,Kitchen and Dining,PICKED,PACKING,120,2019-01-29T00:45:41.073000+00:00,6,12185,5727598,80.98
196988,Pots,Kitchen and Dining,ORDERED,PICKING,135,2019-01-28T21:22:36.612000+00:00,4,3179,5715413,80.98
196988,Pots,Kitchen and Dining,PACKED,DROPPED,120,2019-01-29T00:46:32.345000+00:00,8,25,5727649,80.98
197665,Spoons,Kitchen and Dining,PICKING,PICKED,178,2019-01-02T20:15:45.490000+00:00,5,0,3204598,41.59
197665,Spoons,Kitchen and Dining,PICKED,PACKING,138,2019-01-02T21:02:30.565000+00:00,6,2805,3207403,41.59
197665,Spoons,Kitchen and Dining,PACKING,PACKED,138,2019-01-02T21:03:10.222000+00:00,7,40,3207443,41.59
197665,Spoons,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-02T20:13:12.471000+00:00,3,3184396,3204445,41.59
197665,Spoons,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-02T22:23:51.844000+00:00,9,4816,3212284,41.59
197665,Spoons,Kitchen and Dining,ORDERED,PICKING,178,2019-01-02T20:15:45.479000+00:00,4,153,3204598,41.59
197665,Spoons,Kitchen and Dining,PACKED,DROPPED,138,2019-01-02T21:03:35.578000+00:00,8,25,3207468,41.59
197694,Forks,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-14T19:30:12.435000+00:00,3,4217198,4237606,151.06
197694,Forks,Kitchen and Dining,PICKING,PICKED,178,2019-01-14T20:04:03.680000+00:00,5,0,4239637,151.06
197694,Forks,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-14T20:36:51.222000+00:00,9,99,4241605,151.06
197694,Forks,Kitchen and Dining,ORDERED,PICKING,178,2019-01-14T20:04:03.665000+00:00,4,2031,4239637,151.06
197694,Forks,Kitchen and Dining,PICKED,PACKING,135,2019-01-14T20:34:23.624000+00:00,6,1820,4241457,151.06
197694,Forks,Kitchen and Dining,PACKING,PACKED,135,2019-01-14T20:35:00.673000+00:00,7,37,4241494,151.06
197694,Forks,Kitchen and Dining,PACKED,DROPPED,135,2019-01-14T20:35:12.720000+00:00,8,12,4241506,151.06
197703,Pots,Kitchen and Dining,PICKING,PICKED,178,2019-01-03T17:37:31.393000+00:00,5,0,3280061,148.5
197703,Pots,Kitchen and Dining,ORDERED,PICKING,178,2019-01-03T17:37:31.378000+00:00,4,3122,3280061,148.5
197703,Pots,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-03T16:45:29.107000+00:00,3,2984617,3276939,148.5
197703,Pots,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-03T18:55:36.794000+00:00,9,798,3284746,148.5
197703,Pots,Kitchen and Dining,PACKING,PACKED,122,2019-01-03T18:42:00.976000+00:00,7,58,3283930,148.5
197703,Pots,Kitchen and Dining,PICKED,PACKING,122,2019-01-03T18:41:02.411000+00:00,6,3811,3283872,148.5
197703,Pots,Kitchen and Dining,PACKED,DROPPED,122,2019-01-03T18:42:18.847000+00:00,8,18,3283948,148.5
197764,Forks,Kitchen and Dining,FORSALE_REVIEW,FORSALE_APPROVED,,2019-01-18T20:52:26.088000+00:00,20,3734,4586120,55.14
197764,Forks,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-30T13:59:29.309000+00:00,21,1012023,5598143,55.14
197764,Forks,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-30T19:02:56.862000+00:00,27,2204,5616350,55.14
197764,Forks,Kitchen and Dining,PACKING,PACKED,120,2019-01-30T18:25:50.765000+00:00,25,32,5614124,55.14
197764,Forks,Kitchen and Dining,PICKED,PACKING,120,2019-01-30T18:25:18.264000+00:00,24,2554,5614092,55.14
197764,Forks,Kitchen and Dining,ORDERED,PICKING,117,2019-01-30T17:42:44.273000+00:00,22,13395,5611538,55.14
197764,Forks,Kitchen and Dining,PICKING,PICKED,117,2019-01-30T17:42:44.285000+00:00,23,0,5611538,55.14
197764,Forks,Kitchen and Dining,PACKED,DROPPED,120,2019-01-30T18:26:12.269000+00:00,26,22,5614146,55.14
198189,Pots,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-10T01:19:22.635000+00:00,3,3533585,3809336,67.48
198189,Pots,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-10T18:50:10.262000+00:00,9,735,3872384,67.48
198189,Pots,Kitchen and Dining,PACKING,PACKED,124,2019-01-10T18:37:37.345000+00:00,7,37,3871631,67.48
198189,Pots,Kitchen and Dining,PICKED,PACKING,124,2019-01-10T18:37:00.974000+00:00,6,4651,3871594,67.48
198189,Pots,Kitchen and Dining,PACKED,DROPPED,124,2019-01-10T18:37:55.905000+00:00,8,18,3871649,67.48
198189,Pots,Kitchen and Dining,ORDERED,PICKING,117,2019-01-10T17:19:29.164000+00:00,4,57607,3866943,67.48
198189,Pots,Kitchen and Dining,PICKING,PICKED,117,2019-01-10T17:19:29.176000+00:00,5,0,3866943,67.48
198386,Spoons,Kitchen and Dining,PICKED,PACKING,138,2019-01-11T22:43:20.765000+00:00,6,1397,3966542,17.71
198386,Spoons,Kitchen and Dining,PACKING,PACKED,138,2019-01-11T22:43:50.908000+00:00,7,30,3966572,17.71
198386,Spoons,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-11T19:14:22.740000+00:00,3,3700275,3954004,17.71
198386,Spoons,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-11T23:10:15.489000+00:00,9,1502,3968157,17.71
198386,Spoons,Kitchen and Dining,PACKED,DROPPED,138,2019-01-11T22:45:13.569000+00:00,8,83,3966655,17.71
198386,Spoons,Kitchen and Dining,PICKING,PICKED,178,2019-01-11T22:20:03.615000+00:00,5,117,3965145,17.71
198386,Spoons,Kitchen and Dining,ORDERED,PICKING,178,2019-01-11T22:18:06.497000+00:00,4,11024,3965028,17.71
198426,Spoons,Kitchen and Dining,PICKING,PICKED,178,2019-01-28T18:08:29.979000+00:00,5,0,5416841,20.66
198426,Spoons,Kitchen and Dining,ORDERED,PICKING,178,2019-01-28T18:08:29.963000+00:00,4,161170,5416841,20.66
198426,Spoons,Kitchen and Dining,PACKING,PACKED,120,2019-01-28T19:54:06.819000+00:00,7,18,5423178,20.66
198426,Spoons,Kitchen and Dining,PICKED,PACKING,120,2019-01-28T19:53:48.742000+00:00,6,6319,5423160,20.66
198426,Spoons,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-28T20:51:35.318000+00:00,9,3423,5426627,20.66
198426,Spoons,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-26T21:22:19.791000+00:00,3,4997924,5255671,20.66
198426,Spoons,Kitchen and Dining,PACKED,DROPPED,120,2019-01-28T19:54:32.047000+00:00,8,26,5423204,20.66
198485,Spoons,Kitchen and Dining,PICKING,PICKED,178,2019-01-11T17:59:28.321000+00:00,5,97,3889375,63.86
198485,Spoons,Kitchen and Dining,PICKED,PACKING,138,2019-01-11T18:26:02.880000+00:00,6,1594,3890969,63.86
198485,Spoons,Kitchen and Dining,ORDERED,PICKING,178,2019-01-11T17:57:51.713000+00:00,4,44485,3889278,63.86
198485,Spoons,Kitchen and Dining,PACKING,PACKED,138,2019-01-11T18:26:38.372000+00:00,7,36,3891005,63.86
198485,Spoons,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-11T05:36:26.981000+00:00,3,3821980,3844793,63.86
198485,Spoons,Kitchen and Dining,PACKED,DROPPED,138,2019-01-11T18:26:57.147000+00:00,8,19,3891024,63.86
198485,Spoons,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-11T18:54:35.447000+00:00,9,1658,3892682,63.86
198492,Spoons,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-23T19:05:57.508000+00:00,9,753,4929994,129.46
198492,Spoons,Kitchen and Dining,ORDERED,PICKING,134,2019-01-22T19:10:55.469000+00:00,4,270823,4843892,129.46
198492,Spoons,Kitchen and Dining,PICKING,PICKED,134,2019-01-22T19:13:46.363000+00:00,5,171,4844063,129.46
198492,Spoons,Kitchen and Dining,PACKING,PACKED,124,2019-01-23T18:53:17.724000+00:00,7,21,4929234,129.46
198492,Spoons,Kitchen and Dining,PICKED,PACKING,124,2019-01-23T18:52:56.364000+00:00,6,85150,4929213,129.46
198492,Spoons,Kitchen and Dining,PACKED,DROPPED,124,2019-01-23T18:53:24.419000+00:00,8,7,4929241,129.46
198492,Spoons,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-19T15:57:12.560000+00:00,3,4550504,4573069,129.46
198508,Forks,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-11T00:26:57.017000+00:00,9,1039,3825701,78.34
198508,Forks,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-10T19:06:35.273000+00:00,3,3772288,3806479,78.34
198508,Forks,Kitchen and Dining,PICKED,PACKING,135,2019-01-11T00:08:46.043000+00:00,6,4417,3824610,78.34
198508,Forks,Kitchen and Dining,PACKING,PACKED,135,2019-01-11T00:09:20.505000+00:00,7,34,3824644,78.34
198508,Forks,Kitchen and Dining,ORDERED,PICKING,117,2019-01-10T22:55:09.640000+00:00,4,13714,3820193,78.34
198508,Forks,Kitchen and Dining,PICKING,PICKED,117,2019-01-10T22:55:09.654000+00:00,5,0,3820193,78.34
198508,Forks,Kitchen and Dining,PACKED,DROPPED,135,2019-01-11T00:09:38.118000+00:00,8,18,3824662,78.34
198551,Forks,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-08T00:14:24.270000+00:00,3,3539472,3564676,179.86
198551,Forks,Kitchen and Dining,PICKING,PICKED,178,2019-01-08T00:28:44.874000+00:00,5,0,3565536,179.86
198551,Forks,Kitchen and Dining,PICKED,PACKING,138,2019-01-08T00:30:23.747000+00:00,6,99,3565635,179.86
198551,Forks,Kitchen and Dining,PACKING,PACKED,138,2019-01-08T00:30:41.546000+00:00,7,18,3565653,179.86
198551,Forks,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-08T00:59:29.573000+00:00,9,1719,3567381,179.86
198551,Forks,Kitchen and Dining,ORDERED,PICKING,178,2019-01-08T00:28:44.861000+00:00,4,860,3565536,179.86
198551,Forks,Kitchen and Dining,PACKED,DROPPED,138,2019-01-08T00:30:50.805000+00:00,8,9,3565662,179.86
198551,Forks,Kitchen and Dining,FORSALE_REVIEW,FORSALE_APPROVED,133,2019-01-16T23:25:28.081000+00:00,11,97180,4339340,179.86
198552,Forks,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-29T01:06:57.581000+00:00,9,554,5382214,71.06
198552,Forks,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-26T08:54:48.465000+00:00,3,5129772,5151085,71.06
198552,Forks,Kitchen and Dining,PICKED,PACKING,135,2019-01-29T00:57:13.239000+00:00,6,25259,5381630,71.06
198552,Forks,Kitchen and Dining,ORDERED,PICKING,117,2019-01-28T17:56:14.822000+00:00,4,205286,5356371,71.06
198552,Forks,Kitchen and Dining,PACKING,PACKED,135,2019-01-29T00:57:33.434000+00:00,7,20,5381650,71.06
198552,Forks,Kitchen and Dining,PICKING,PICKED,117,2019-01-28T17:56:14.836000+00:00,5,0,5356371,71.06
198552,Forks,Kitchen and Dining,PACKED,DROPPED,135,2019-01-29T00:57:43.169000+00:00,8,10,5381660,71.06
198616,Forks,Kitchen and Dining,DROPPED,PICKED_UP,,2019-01-04T19:25:34.247000+00:00,18,1230,3286570,149.4
198616,Forks,Kitchen and Dining,FORSALE_APPROVED,ORDERED,,2019-01-04T16:30:09.682000+00:00,12,509727,3276045,149.4
198616,Forks,Kitchen and Dining,PICKED,PACKING,135,2019-01-04T19:03:52.448000+00:00,15,3038,3285268,149.4
